Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
135,"J. Estrada","Use of isotopic analysis of vertebrae in reconstructing ontogenetic feeding ecology in white sharks",2006,"Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33646139662&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33646139662&origin=inward",113,"2020-10-09 21:34:25","Article","10.1890/0012-9658(2006)87[829:UOIAOV]2.0.CO;2","0012-9658","https://api.elsevier.com/content/abstract/scopus_id/33646139662",87,4,829,834,135,9.64,135,1,14,""
135,"D. Bernal","Review: Analysis of the evolutionary convergence for high performance swimming in lamnid sharks and tunas",2001,"Comparative Biochemistry and Physiology - A Molecular and Integrative Physiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034969276&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034969276&origin=inward",114,"2020-10-09 21:34:25","Review","10.1016/S1095-6433(01)00333-6","1095-6433","https://api.elsevier.com/content/abstract/scopus_id/0034969276",129,2,695,726,135,7.11,135,1,19,""
134,"N.E. Hussey","δ<sup>15</sup>N and δ<sup>13</sup>C diet-tissue discrimination factors for large sharks under semi-controlled conditions",2010,"Comparative Biochemistry and Physiology - A Molecular and Integrative Physiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77249119176&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77249119176&origin=inward",115,"2020-10-09 21:34:25","Article","10.1016/j.cbpa.2009.09.023","1095-6433","https://api.elsevier.com/content/abstract/scopus_id/77249119176",155,4,445,453,134,13.40,134,1,10,""
134,"J. Kitchell","The role of sharks and longline fisheries in a pelagic ecosystem of the Central Pacific",2002,"Ecosystems","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036523465&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036523465&origin=inward",116,"2020-10-09 21:34:25","Article","10.1007/s10021-001-0065-5","1432-9840","https://api.elsevier.com/content/abstract/scopus_id/0036523465",5,2,202,216,134,7.44,134,1,18,""
134,"J. Morrissey","Habitat selection by juvenile lemon sharks, Negaprion brevirostris",1993,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0027333562&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0027333562&origin=inward",117,"2020-10-09 21:34:25","Article","10.1007/BF00007524","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0027333562",38,4,311,319,134,4.96,134,1,27,""
133,"D. Knip","Sharks in nearshore environments: Models, importance, and consequences",2010,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954122215&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954122215&origin=inward",118,"2020-10-09 21:34:25","Article","10.3354/meps08498","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/77954122215",402,,1,11,133,13.30,133,1,10,""
133,"M. MacNeil","Stable isotopes from multiple tissues reveal diet switching in sharks",2005,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=28444468500&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=28444468500&origin=inward",119,"2020-10-09 21:34:25","Article","10.3354/meps302199","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/28444468500",302,,199,206,133,8.87,133,1,15,""
132,"M. Heupel","Movement and distribution of young bull sharks Carcharhinus leucas in a variable estuarine environment",2007,"Aquatic Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=45849123659&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=45849123659&origin=inward",120,"2020-10-09 21:34:25","Article","10.3354/ab00030","1864-7782","https://api.elsevier.com/content/abstract/scopus_id/45849123659",1,3,277,289,132,10.15,132,1,13,""
132,"A.L.F. Castro","Population genetic structure of Earth's largest fish, the whale shark (Rhincodon typus)",2007,"Molecular Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=36349018161&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=36349018161&origin=inward",121,"2020-10-09 21:34:25","Article","10.1111/j.1365-294X.2007.03597.x","0962-1083","https://api.elsevier.com/content/abstract/scopus_id/36349018161",16,24,5183,5192,132,10.15,132,1,13,""
132,"M. Heithaus","Predator-prey and competitive interactions between sharks (order Selachii) and dolphins (suborder Odontoceti): A review",2001,"Journal of Zoology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035135530&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035135530&origin=inward",122,"2020-10-09 21:34:25","Article","10.1017/S0952836901000061","0952-8369","https://api.elsevier.com/content/abstract/scopus_id/0035135530",253,1,53,68,132,6.95,132,1,19,""
132,"N. Dulvy","Evolutionary transitions among egg-laying, live-bearing and maternal inputs in sharks and rays",1997,"Proceedings of the Royal Society B: Biological Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030849360&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0030849360&origin=inward",123,"2020-10-09 21:34:25","Article","10.1098/rspb.1997.0181","0962-8452","https://api.elsevier.com/content/abstract/scopus_id/0030849360",264,1386,1309,1315,132,5.74,132,1,23,""
131,"G. Vianna","Socio-economic value and community benefits from shark-diving tourism in Palau: A sustainable use of reef shark populations",2012,"Biological Conservation","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856234806&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84856234806&origin=inward",124,"2020-10-09 21:34:25","Article","10.1016/j.biocon.2011.11.022","0006-3207","https://api.elsevier.com/content/abstract/scopus_id/84856234806",145,1,267,277,131,16.38,131,1,8,""
131,"Y. Papastamatiou","Scale-dependent effects of habitat on movements and path structure of reef sharks at a predator-dominated atoll",2009,"Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=63849113973&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=63849113973&origin=inward",125,"2020-10-09 21:34:25","Article","10.1890/08-0491.1","0012-9658","https://api.elsevier.com/content/abstract/scopus_id/63849113973",90,4,996,1008,131,11.91,131,1,11,""
131,"J.K. Schultz","Global phylogeography and seascape genetics of the lemon sharks (genus Negaprion)",2008,"Molecular Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=57349088328&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=57349088328&origin=inward",126,"2020-10-09 21:34:25","Article","10.1111/j.1365-294X.2008.04000.x","0962-1083","https://api.elsevier.com/content/abstract/scopus_id/57349088328",17,24,5336,5348,131,10.92,131,1,12,""
131,"K. Kannan","Accumulation pattern of butyltin compounds in dolphin, tuna, and shark collected from Italian coastal waters",1996,"Archives of Environmental Contamination and Toxicology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0029849758&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0029849758&origin=inward",127,"2020-10-09 21:34:25","Article","10.1007/BF00203903","0090-4341","https://api.elsevier.com/content/abstract/scopus_id/0029849758",31,1,19,23,131,5.46,131,1,24,""
129,"A. Chin","An integrated risk assessment for climate change: Analysing the vulnerability of sharks and rays on Australia's Great Barrier Reef",2010,"Global Change Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954173563&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954173563&origin=inward",128,"2020-10-09 21:34:25","Article","10.1111/j.1365-2486.2009.02128.x","1354-1013","https://api.elsevier.com/content/abstract/scopus_id/77954173563",16,7,1936,1953,129,12.90,129,1,10,""
128,"K. Feldheim","The breeding biology of lemon sharks at a tropical nursery lagoon",2002,"Proceedings of the Royal Society B: Biological Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037158462&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037158462&origin=inward",129,"2020-10-09 21:34:25","Article","10.1098/rspb.2002.2051","0962-8452","https://api.elsevier.com/content/abstract/scopus_id/0037158462",269,1501,1655,1661,128,7.11,128,1,18,""
128,"M. Heupel","Importance of prey density in relation to the movement patterns of juvenile blacktip sharks (Carcharhinus limbatus) within a coastal nursery area",2002,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036234042&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036234042&origin=inward",130,"2020-10-09 21:34:25","Conference Paper","10.1071/MF01132","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/0036234042",53,2,543,550,128,7.11,128,1,18,""
128,"P. Motta","Advances in the study of feeding behaviors, mechanisms, and mechanics of sharks",2001,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0035118584&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0035118584&origin=inward",131,"2020-10-09 21:34:25","Article","10.1023/A:1007649900712","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0035118584",60,1,131,156,128,6.74,128,1,19,""
127,"H. Pratt","The storage of spermatozoa in the oviducal glands of western North Atlantic sharks",1993,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0000781183&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0000781183&origin=inward",132,"2020-10-09 21:34:25","Article","10.1007/BF00842910","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0000781183",38,1,139,149,127,4.70,127,1,27,""
126,"M. Heithaus","Does tiger shark predation risk influence foraging habitat use by bottlenose dolphins at multiple spatial scales?",2006,"Oikos","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33646701565&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33646701565&origin=inward",133,"2020-10-09 21:34:25","Article","10.1111/j.2006.0030-1299.14443.x","0030-1299","https://api.elsevier.com/content/abstract/scopus_id/33646701565",114,2,257,264,126,9.00,126,1,14,""
126,"M. Jacovi","The shark-search algorithm. An application: Tailored Web site mapping",1998,"Computer Networks","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=20444391066&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=20444391066&origin=inward",134,"2020-10-09 21:34:25","Article","","1389-1286","https://api.elsevier.com/content/abstract/scopus_id/20444391066",30,1,317,326,126,5.73,126,1,22,""
126,"C.J. Douady","Molecular phylogenetic evidence refuting the hypothesis of Batoidea (rays and skates) as derived sharks",2003,"Molecular Phylogenetics and Evolution","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037331934&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037331934&origin=inward",135,"2020-10-09 21:34:25","Article","10.1016/S1055-7903(02)00333-0","1055-7903","https://api.elsevier.com/content/abstract/scopus_id/0037331934",26,2,215,221,126,7.41,126,1,17,""
125,"F.G. Carey","Mako and porbeagle: Warm-bodied sharks",1969,"Comparative Biochemistry And Physiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0014444846&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0014444846&origin=inward",136,"2020-10-09 21:34:25","Article","10.1016/0010-406X(69)91335-8","0010-406X","https://api.elsevier.com/content/abstract/scopus_id/0014444846",28,1,199,204,125,2.45,125,1,51,""
124,"C. Ward-Paige","Large-scale absence of sharks on reefs in the greater-caribbean: A footprint of human pressures",2010,"PLoS ONE","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957809219&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957809219&origin=inward",137,"2020-10-09 21:34:25","Article","10.1371/journal.pone.0011968","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/77957809219",5,8,,,124,12.40,124,1,10,""
124,"M. Shivji","Genetic identification of pelagic shark body parts for conservation and trade monitoring",2002,"Conservation Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036325156&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036325156&origin=inward",138,"2020-10-09 21:34:25","Article","10.1046/j.1523-1739.2002.01188.x","0888-8892","https://api.elsevier.com/content/abstract/scopus_id/0036325156",16,4,1036,1047,124,6.89,124,1,18,""
124,"A. Peter Klimley","Movements and swimming behavior of three species of sharks in La Jolla Canyon, California",2002,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036127979&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036127979&origin=inward",139,"2020-10-09 21:34:25","Article","10.1023/A:1014200301213","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0036127979",63,2,117,135,124,6.89,124,1,18,""
123,"D.D. Chapman","There and back again: A review of residency and return migrations in sharks, with implications for population structure and management",2015,"Annual Review of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84948614450&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84948614450&origin=inward",140,"2020-10-09 21:34:25","Article","10.1146/annurev-marine-010814-015730","1941-1405","https://api.elsevier.com/content/abstract/scopus_id/84948614450",7,,547,570,123,24.60,123,1,5,""
123,"L. Diestre","Are all 'sharks' dangerous? New biotechnology ventures and partner selection in R&amp;D alliances",2012,"Strategic Management Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865104816&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865104816&origin=inward",141,"2020-10-09 21:34:25","Article","10.1002/smj.1978","0143-2095","https://api.elsevier.com/content/abstract/scopus_id/84865104816",33,10,1115,1134,123,15.38,123,1,8,""
123,"N. Hammerschlag","A review of shark satellite tagging studies",2011,"Journal of Experimental Marine Biology and Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79551680833&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79551680833&origin=inward",142,"2020-10-09 21:34:25","Review","10.1016/j.jembe.2010.12.012","0022-0981","https://api.elsevier.com/content/abstract/scopus_id/79551680833",398,1,1,8,123,13.67,123,1,9,""
123,"J. Estrada","Predicting trophic position in sharks of the north-west Atlantic Ocean using stable isotope analysis",2003,"Journal of the Marine Biological Association of the United Kingdom","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1042267137&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1042267137&origin=inward",143,"2020-10-09 21:34:25","Article","10.1017/S0025315403008798","0025-3154","https://api.elsevier.com/content/abstract/scopus_id/1042267137",83,6,1347,1350,123,7.24,123,1,17,""
123,"S. Campana","Bomb dating and age determination of large pelagic sharks",2002,"Canadian Journal of Fisheries and Aquatic Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036229201&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036229201&origin=inward",144,"2020-10-09 21:34:25","Article","10.1139/f02-027","0706-652X","https://api.elsevier.com/content/abstract/scopus_id/0036229201",59,3,450,455,123,6.83,123,1,18,""
122,"S. Davis","Acanthodes and shark-like conditions in the last common ancestor of modern gnathostomes",2012,"Nature","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84862280431&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84862280431&origin=inward",145,"2020-10-09 21:34:25","Article","10.1038/nature11080","0028-0836","https://api.elsevier.com/content/abstract/scopus_id/84862280431",486,7402,247,250,122,15.25,122,1,8,""
122,"J. McKibben","Patterns of movement and grouping of gray reef sharks, Carcharhinus amblyrhynchos, at Enewetak, Marshall Islands.",1986,"Bulletin of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0022826921&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0022826921&origin=inward",146,"2020-10-09 21:34:25","Article","","0007-4977","https://api.elsevier.com/content/abstract/scopus_id/0022826921",38,1,89,110,122,3.59,122,1,34,""
121,"P. Kittiphattanabawon","Isolation and Characterisation of collagen from the skin of brownbanded bamboo shark (Chiloscyllium punctatum)",2010,"Food Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70450224662&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70450224662&origin=inward",147,"2020-10-09 21:34:25","Article","10.1016/j.foodchem.2009.09.037","0308-8146","https://api.elsevier.com/content/abstract/scopus_id/70450224662",119,4,1519,1526,121,12.10,121,1,10,""
121,"Y. Papastamatiou","Distribution and diet of four species of carcharhinid shark in the Hawaiian Islands: Evidence for resource partitioning and competitive exclusion",2006,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33749420982&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33749420982&origin=inward",148,"2020-10-09 21:34:25","Article","10.3354/meps320239","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/33749420982",320,,239,251,121,8.64,121,1,14,""
121,"K. Graham","Changes in relative abundance of sharks and rays on Australian South East Fishery trawl grounds after twenty years of fishing",2001,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034792195&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034792195&origin=inward",149,"2020-10-09 21:34:25","Article","10.1071/MF99174","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/0034792195",52,4,549,561,121,6.37,121,1,19,""
121,"S. Branstetter","Age, growth and reproductive biology of the silky shark, Carcharhinus falciformis, and the scalloped hammerhead, Sphyrna lewini, from the northwestern Gulf of Mexico",1987,"Environmental Biology of Fishes","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0023496947&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0023496947&origin=inward",150,"2020-10-09 21:34:25","Article","10.1007/BF00005346","0378-1909","https://api.elsevier.com/content/abstract/scopus_id/0023496947",19,3,161,173,121,3.67,121,1,33,""
120,"M.G. Meekan","Population size and structure of whale sharks Rhincodon typus at Ningaloo Reef, Western Australia",2006,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33748974401&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33748974401&origin=inward",151,"2020-10-09 21:34:25","Article","10.3354/meps319275","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/33748974401",319,,275,285,120,8.57,120,1,14,""
119,"L. Lombardi-Carlson","Latitudinal variation in life-history traits of bonnethead sharks, Sphyrna tiburo, (Carcharhiniformes:Sphyrnidae) from the eastern Gulf of Mexico",2003,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0346398520&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0346398520&origin=inward",152,"2020-10-09 21:34:25","Article","10.1071/MF03023","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/0346398520",54,7,875,883,119,7.00,119,1,17,""
119,"T. Sminkey","Age and growth of the sandbar shark, Carcharhinus plumbeus, before and after population depletion",1995,"Copeia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0029177464&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0029177464&origin=inward",153,"2020-10-09 21:34:25","Article","10.2307/1447035","0045-8511","https://api.elsevier.com/content/abstract/scopus_id/0029177464",,4,871,883,119,4.76,119,1,25,""
118,"S. Campana","Bycatch and discard mortality in commercially caught blue sharks prionace glauca assessed using archival satellite pop-up tags",2009,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68649105215&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=68649105215&origin=inward",154,"2020-10-09 21:34:25","Article","10.3354/meps08109","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/68649105215",387,,241,253,118,10.73,118,1,11,""
118,"D. Bethea","Foraging ecology of the early life stages of four sympatric shark species",2004,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1842473859&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1842473859&origin=inward",155,"2020-10-09 21:34:25","Article","10.3354/meps268245","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/1842473859",268,,245,264,118,7.38,118,1,16,""
116,"A. De Pinho","Total mercury in muscle tissue of five shark species from Brazilian offshore waters: Effects of feeding habit, sex, and length",2002,"Environmental Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036315829&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036315829&origin=inward",156,"2020-10-09 21:34:25","Article","10.1006/enrs.2002.4365","0013-9351","https://api.elsevier.com/content/abstract/scopus_id/0036315829",89,3,250,258,116,6.44,116,1,18,""
116,"L.W. Clem","Phylogeny of immunoglobulin structure and function. I. Immunoglobulins of the lemon shark.",1967,"The Journal of experimental medicine","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0014082959&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0014082959&origin=inward",157,"2020-10-09 21:34:25","Article","10.1084/jem.125.5.893","0022-1007","https://api.elsevier.com/content/abstract/scopus_id/0014082959",125,5,893,920,116,2.19,116,1,53,""
115,"B. Hight","Elevated body temperatures of adult female leopard sharks, Triakis semifasciata, while aggregating in shallow nearshore embayments: Evidence for behavioral thermoregulation?",2007,"Journal of Experimental Marine Biology and Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=35148858125&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=35148858125&origin=inward",158,"2020-10-09 21:34:25","Article","10.1016/j.jembe.2007.07.021","0022-0981","https://api.elsevier.com/content/abstract/scopus_id/35148858125",352,1,114,128,115,8.85,115,1,13,""
115,"H. Dooley","Selection and characterization of naturally occurring single-domain (IgNAR) antibody fragments from immunized sharks by phage display",2003,"Molecular Immunology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0042195979&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0042195979&origin=inward",159,"2020-10-09 21:34:25","Article","10.1016/S0161-5890(03)00084-1","0161-5890","https://api.elsevier.com/content/abstract/scopus_id/0042195979",40,1,25,33,115,6.76,115,1,17,""
115,"J. Graham","Aspects of shark swimming performance determined using a large water tunnel",1990,"Journal of Experimental Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0025071199&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0025071199&origin=inward",160,"2020-10-09 21:34:25","Article","","0022-0949","https://api.elsevier.com/content/abstract/scopus_id/0025071199",151,,175,192,115,3.83,115,1,30,""
114,"V. Rijmen","The cipher SHARK",1996,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84958979426&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84958979426&origin=inward",161,"2020-10-09 21:34:25","Conference Paper","10.1007/3-540-60865-6_47","0302-9743","https://api.elsevier.com/content/abstract/scopus_id/84958979426",1039,,99,111,114,4.75,114,1,24,""
114,"M. Domeier","Migration patterns of white sharks Carcharodon carcharias tagged at Guadalupe Island, Mexico, and identification of an eastern Pacific shared offshore foraging area",2008,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=56749181285&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=56749181285&origin=inward",162,"2020-10-09 21:34:25","Article","10.3354/meps07628","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/56749181285",370,,221,237,114,9.50,114,1,12,""
114,"G. Cliff","Sharks caught in the protective gill nets off natal, South Africa. 2. the great white shark carcharodon carcharias (linnaeus)",1989,"South African Journal of Marine Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0000911810&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0000911810&origin=inward",163,"2020-10-09 21:34:25","Article","10.2989/02577618909504556","0257-7615","https://api.elsevier.com/content/abstract/scopus_id/0000911810",8,1,131,144,114,3.68,114,1,31,""
112,"A. Gallagher","Physiological stress response, reflex impairment, and survival of five sympatric shark species following experimental capture and release",2014,"Marine Ecology Progress Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84893390273&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84893390273&origin=inward",164,"2020-10-09 21:34:25","Article","10.3354/meps10490","0171-8630","https://api.elsevier.com/content/abstract/scopus_id/84893390273",496,,207,218,112,18.67,112,1,6,""
112,"I.C. Field","Susceptibility of sharks, rays and chimaeras to global extinction",2009,"Advances in Marine Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=73949149070&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=73949149070&origin=inward",165,"2020-10-09 21:34:25","Review","10.1016/S0065-2881(09)56004-X","0065-2881","https://api.elsevier.com/content/abstract/scopus_id/73949149070",56,,275,363,112,10.18,112,1,11,""
112,"G. Mucientes","Sexual segregation of pelagic sharks and the potential threat from fisheries",2009,"Biology Letters","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=65349170084&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=65349170084&origin=inward",166,"2020-10-09 21:34:25","Article","10.1098/rsbl.2008.0761","1744-9561","https://api.elsevier.com/content/abstract/scopus_id/65349170084",5,2,156,159,112,10.18,112,1,11,""
112,"A. Kalmijn","Electro-perception in sharks and rays",1966,"Nature","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0000096596&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0000096596&origin=inward",167,"2020-10-09 21:34:25","Article","10.1038/2121232b0","0028-0836","https://api.elsevier.com/content/abstract/scopus_id/0000096596",212,5067,1232,1233,112,2.07,112,1,54,""
